날짜,번호,뉴스 제목
2023.11.01,25,강원특별자치도에서도 '빈대 피해' …방역당국 대응 착수
2023.11.01,26,[월드 이슈] 빈대의 역습
2023.11.02,1,‘빈대’ 출현 피해사례 이어져…빈대 대응 방안은?
2023.11.02,2,[시론] LH 전관 관련 업체 규제 방안에 대한 유감(遺憾)
2023.11.02,3,[오늘 아침 신문] 가족 '유령직원'에 급여‥기막힌 회계사들
2023.11.02,4,질병관리청이 알려주는 빈대 방제법
2023.11.02,5,80년대 이후로 사라진 줄 알았던 빈대...아직도 한국에?
2023.11.02,6,"[굿모닝브리핑] 숙박시설·영화관 등 빈대 공포 확산...""개인 방제 한계..."
2023.11.02,7,전국 때 아닌 '빈대주의보'...해외 여행용품·숙박시설 등 소독 필수
2023.11.02,8,"'빈대 확산 우려'에 도봉구, 공중위생업소 특별위생점검"
2023.11.02,9,‘빈대 포비아’ 확산에…“‘고온 빨래’ 코인세탁소엔 빈대 못 살아”
2023.11.02,10,"서울 도봉구, 빈대 확산 우려에 숙박업소·목욕탕 특별점검"
2023.11.02,11,"안산시, “빈대 예방 이렇게 하세요” 위생 점검 적극 실시"
2023.11.02,12,"안산시, 빈대 피해 예방 이렇게 하세요 위생 점검 적극 실시"
2023.11.02,13,"도봉구, '빈대 확산 공포'에 공중위생업소 대상 특별 위생점검"
2023.11.02,14,"[10분 뉴스정복] 부산일보 ""서울 확장은 지방 포기 선언"""
2023.11.02,15,[2일 안산시] 재난대응 안전한국훈련 실시 등
2023.11.02,16,"“빈대 예방 이렇게 하세요”…안산시, 위생점검 나서"
2023.11.02,17,빈대 확산에 숙박시설·병원·기숙사 '비상'…방제 필요성 ↑
2023.11.02,18,"'빈대 확산 공포'... 도봉구, 숙박업소 등 특별 위생 점검"
2023.11.02,19,"빈대 확산 우려에… 도봉구, 숙박업소·목욕탕 등 특별 위생 점검"
2023.11.02,20,방역 강화에도 ‘빈대 포비아’ 확산
2023.11.02,21,빈대 공포에 '퇴치법' 영상도 유행…전문가들 의견은?
2023.11.02,22,약국서 빈대 퇴치제는 잠잠...비오킬은 입소문에 품절
2023.11.02,23,"때 아닌 빈대 습격, 대응법은? /"
2023.11.02,24,"‘빈대 확산 비상’…도봉구, 공중위생업소 대상 특별 점검"
2023.11.02,25,"안산시, 공중위생업소 대상 위생 점검 적극 실시"
2023.11.02,26,"'빈대 확산 공포'에 도봉구, 공중위생업소 대상 특별 위생 점검 나서"
2023.11.02,27,"커지는 '빈대 공포증'…""퇴치? 이대로만 하세요"""
2023.11.02,28,"[르포+] ""빈대 같아요""…의심 신고에 서울 한 대학 기숙사 긴급방역"
2023.11.02,29,"“월 1건, 하루 3건으로 늘었다”…국내 빈대 확산에 방역업체도 ‘비상..."
2023.11.02,30,"도봉구, 빈대 확산 우려에 공중위생업소 특별위생점검"
2023.11.02,31,"“빈대 피해 예방”…도봉구, 공중위생업소 위생관리 점검"
2023.11.02,32,"빈대 속출··· 도봉구, 30일까지 공중위생업소 점검"
2023.11.02,33,급격히 번지는 '공포의 빈대'…외국인 유입 등 복합적 원인
2023.11.02,34,"도봉구, 빈대 확산 방지 위해 공중위생업소 '위생점검' 실시"
2023.11.02,35,"'빈대 확산 공포'...도봉구, 공중위생업소 특별 위생 점검"
2023.11.02,36,"서울서 발견된 빈대, 유럽發아냐...지하철에도 있을까?"
2023.11.02,37,[스브스뉴스] 서울마저 뚫렸다는데 빈대 발견하면 어떻게 대처해야 함?
2023.11.02,38,벌레만 보면 깜짝…부산도 '빈대 공포증' 확산
2023.11.02,39,"""가려워 잠설쳐""… 대전도 '빈대주의보' 시민 불안 확산"
2023.11.02,40,"도봉구, 빈대 확산 막는다…공중위생업소 특별점검"
2023.11.02,41,"안산시 ""빈대예방 이렇게!""…공중업소 위생점검 착수"
2023.11.02,42,"늘어난 빈대…도봉구, 한 달간 숙박업소ㆍ목욕탕 특별 위생점검"
2023.11.03,1,"""빈대 퇴치"" 전화통 불난다…외국인 많은 용산 '비상'"
2023.11.03,2,[오늘 아침 신문] 멸치 대신 정어리 액젓 김장까지 바꾼 온난화
2023.11.03,3,[의학칼럼] 빈대주의보
2023.11.03,4,"'빈대, 이렇게 대응하세요'…부산시, 빈대 관리·방제 방안 홍보"
2023.11.03,5,"[한컷건강] ""빈대 원래 있었다""...서울 빈대 출몰 사실은"
2023.11.03,6,"전국서 빈대 신고 속출…부산시, 방제 방안 홍보"
2023.11.03,7,"부산시, 최근 빈대 피해사례 확산에 예방·대응 정보 안내"
2023.11.03,8,"엑스포 유치 나선 부산시, ‘빈대 확산 막아라’ 비상"
2023.11.03,9,"부산시, 빈대 확산 방지 … ‘빈대 관리·방제 방안’ 홍보"
2023.11.03,10,"전국서 빈대 신고 속출…부산시, 방제 방안 홍보"
2023.11.03,11,"전국적 빈대 확산, 예방·대응 매뉴얼 숙지해야"
2023.11.03,12,"“빈대 출몰, 이렇게 대응하세요”…부산시, 빈대 방제방안 집중홍보"
2023.11.03,13,"""지하철 자리 있어도 앉기 무섭다""…전국 숙박업소·PC방·영화관 등 '빈..."
2023.11.03,14,"빈대 유행, 대응 어떻게?…부산시, 홍보 강화"
2023.11.03,15,사우나서 빈대 출몰한 인천…목욕탕·숙박업소 757곳 점검
2023.11.03,16,인천 '빈대 비상'…목욕탕·숙박업소 점검
2023.11.03,17,전국 빈대 출몰 공포 확산…동성제약 등 살충제 관련주 급등[핫종목]
2023.11.03,18,"부산시, 빈대 관리 및 방제 방안 홍보 나서"
2023.11.03,19,"'사우나 빈대 출몰' 인천시, 목욕탕·숙박업소 757곳 위생점검"
2023.11.03,20,서울 72% 지역에서 빈대 출몰... 그런데 ‘대반전 사실’이 드러났다
2023.11.03,21,사우나서 빈대 출몰한 인천…목욕탕·숙박업소 757곳 점검
2023.11.03,22,[자막뉴스] 몸에 이 자국 보인다면...당신 집에 '빈대'가?
2023.11.03,23,"찜질방서 빈대 출몰…인천시, 목욕탕·숙박업소 757곳 위생점검"
2023.11.03,24,"부산시, 빈대 퇴치 나서...'빈대 관리 및 방제 제안' 홍보"
2023.11.03,25,"인천시, 빈대 예방 위해 목욕탕·숙박업소 757곳 합동 위생점검"
2023.11.03,26,숙박업소·PC방·영화관 등 '빈대 공포'... 물렸을 때 대처법은?
2023.11.03,27,"'빈대 출몰' 인천시, 찜질시설 갖춘 목욕탕·숙박업소 위생점검"
2023.11.03,28,"수면 방해하고 가려움증 유발하는 빈대, 예방과 방제법"
2023.11.03,29,"서울시, 빈대 신고하면 방제 지원...'빈대 제로도시 프로젝트' 추진"
2023.11.03,30,"빈대 신고·방제확인 '3중 방역'…서울시, 숙박시설·쪽방촌·고시원 집..."
2023.11.03,31,"'빈대 제로 도시, 서울' 프로젝트…신고·방제·확인 '3중 방역방'"
2023.11.03,32,"""먹이 없이도 120일 생존""...벌레만 봐도 철렁, 전국 '빈대 소동'"
2023.11.03,33,"서울시, '빈대 제로' 도시 만든다"
2023.11.03,34,"서울시, 빈대 방제 위해 숙박·다중이용시설 등 특별점검"
2023.11.03,35,'빈대 비상' 서울시 신고센터 운영…쪽방촌·고시원 방제 지원
2023.11.03,36,"‘빈대 출몰 공포’에 서울시, 숙박시설·쪽방촌 방제 강화"
2023.11.03,37,빈대 방역 나선다…숙박·쪽방촌·고시원 관리
2023.11.03,38,"'빈대 제로' 도시 만든다…서울시, 신고·출동·방역망 구축"
2023.11.03,39,"서울시, 빈대 제로도시 만든다 “우리집 빈대 흔적은?”"
2023.11.03,40,서울 ‘빈대 제로화’ 프로젝트… 지하철 의자 소독 등 집중
2023.11.03,41,신고부터 방제·확인까지…'빈대 제로 서울' 위한 3중 방역망 구축
2023.11.03,42,전국서 ‘빈대 노이로제’…부랴부랴 방역 대책 내놓는 지자체들
2023.11.03,43,"부산시, 빈대 확산 방지…‘빈대 관리·방제 방안’ 홍보"
2023.11.03,44,"[생활경제 이슈] 홈앤쇼핑, 카우프 종아리 마사지기 론칭 外"
2023.11.03,45,“빈대 발견하면 온라인 신고하세요”…서울시 방역 나선다
2023.11.03,46,"서울시, '빈대 제로도시' 만든다…신고·관리체계 구축"
2023.11.03,47,치명률 20%인데 백신·치료제 無…빈대 이어 이것까지 활개
2023.11.03,48,"‘빈대와의 전쟁’에 서울·인천시, 숙박목욕시설·고시원 등 집중 관리"
2023.11.03,49,"[단독] 질병청, 세스코 만나 ‘빈대 퇴치 노하우’ 듣는다"
2023.11.03,50,"부산시, 공동·숙박시설 빈대 관리 및 방제 방안 홍보"
2023.11.03,51,"""빈대 보면 신고하세요""...서울시, 빈대 제로 프로젝트 추진"
2023.11.03,52,서울시 '빈대와의 전쟁'…신고·점검·방제까지 '3중 방역망' 친다
2023.11.03,53,"서울시, '빈대 제로 도시' 만든다…숙박시설·찜질방 3175곳 특별점검"
2023.11.03,54,"'빈대 확산 막아라'... 인천시, 목욕탕·숙박업소 합동위생점검"
2023.11.03,55,"서울시, '빈대 제로' 도시 만든다…신고·관리체계 구축"
2023.11.03,56,‘빈대 비상’… 5억 들여 쪽방촌·고시원 집중 관리
2023.11.03,57,"빈대보면 보건소나 120으로…서울시, 빈대 신고센터 가동"
2023.11.03,58,"‘빈대 제로도시’ 만든다…서울시, 신고·출동·방역망 구축"
2023.11.03,59,"‘빈대 제로도시 프로젝트’…서울시, 빈대 신고·관리 강화"
2023.11.03,60,"부산시 ""빈대 출몰 이렇게 대응하세요"""
2023.11.03,61,"서울시, '빈대 발생' 신고센터 운영... '예방시설' 스티커 부착"
2023.11.03,62,"[인천 주요 뉴스]인천시, 사망참전용사 배우자에 수당 지급"
2023.11.03,63,서울 빈대 어디까지 왔니?｜빈대 흔적 확인법 5단계 [인싸_이슈]
2023.11.03,64,"서울시, 빈대 확산 방지 및 피해 최소화 위해 방제 지원"
2023.11.03,65,[박 기자의 보험 이야기] 빈대 물린 것도 실손보험 적용될까?
2023.11.03,66,"""시내 숙박·목욕시설 3천 곳 점검""‥서울시, '빈대발생 신고센터' 운영"
2023.11.03,67,서울도 빈대 확산…우리집 빈대 조사 방법 5단계
2023.11.03,68,[뉴-리폿] 서울에도 흡혈 벌레가? 서울시 '빈대 신고센터' 운영
2023.11.03,69,"서울시, '빈대 공포'에 신고·방제 '원스톱' 지원"
2023.11.03,70,"“물리면 심한 가려움증”… 전국 각지서 ‘빈대 주의보’, 대응은"
2023.11.03,71,"서울시, '빈대 제로(bedbug zero)' 프로젝트 가동"
2023.11.03,72,서울시 빈대퇴치 체계 강화...‘신고센터 운영·지하철 고온스팀 청소’
2023.11.03,73,"빈대 공포 확산에…서울시, `빈대 제로도시 프로젝트` 추진"
2023.11.03,74,"""1000마리가…"" 인천 사우나서 빈대 잡은 다흑 영상에 달린 공포스런 댓..."
2023.11.03,75,"서울시, ‘빈대 제로 도시, 서울’ 프로젝트 가동"
2023.11.03,76,"'빈대와의 전쟁' 선포한 서울시, 3중 방역망 가동… 5억 투입해 고시원..."
2023.11.03,77,빈대 확산에 '정부합동대책본부' 띄웠다
2023.11.03,78,"전국 빈대 출현…정부, 확산 방지 위해 대책본부 가동"
2023.11.03,79,"""신고하면 즉시 출동"" 서울 '빈대와의 전쟁'"
2023.11.03,80,"인천 목욕탕 · 숙박업소 757곳 점검…""빈대 등 위생점검"""
2023.11.03,81,'빈대' 무임승차 막아라…열차·공항버스 등 방역 강화
2023.11.03,82,서울시 빈대 대책 마련…신고·출동·방역망 수립
2023.11.03,83,"[생생플러스] ""빈대, 천적 바퀴벌레 아니다! 살충제는 디노테퓨란 성분..."
2023.11.03,84,"[생생플러스] ""빈대, 천적 바퀴벌레 아니다! 살충제는 디노테퓨란 성분..."
2023.11.03,85,전국 곳곳 빈대 소동…물리면 ‘극한 가려움’ 예방·치료 해법은
2023.11.03,86,"부산시, 빈대 관리 및 방제 방안 홍보...공동·숙박시설 출현"
2023.11.03,87,빈대 출몰에 … 서울시 ‘빈대 제로 프로젝트’ 돌입
2023.11.03,88,서울 '빈대와의 전쟁'…우리 집 빈대 확인·예방 방법은?
2023.11.03,89,[사설]전국에 번지는 ‘빈대 공포증’… 방역당국 긴장감이 안 보인다
2023.11.04,1,수도권까지 ‘빈대 비상령’… 지자체마다 방역 골머리
2023.11.04,2,전국 '빈대' 공포 확산에 동성제약·경남제약 동반 상승
2023.11.04,3,‘빈대와의 전쟁’ 선포한 서울시…보건소 신고 땐 즉시 출동
2023.11.04,4,[콕!건강]‘낯선 불청객’ 빈대 봤다면…이렇게 대응하세요
2023.11.04,5,빈대 물리면 온찜질...퇴치방법은 진공청소기 '대처법 알아보기'
2023.11.04,6,11월3일 이브닝뉴스 헤드라인
2023.11.04,7,"""빈대가 대체 어디서"" 전국서 공포 확산…토종빈대 아니었다"
2023.11.04,8,"서울시, 쪽방촌·고시원 등 '위생취약 시설' 빈대 방제 지원"
2023.11.04,9,11월 4일 오늘의 안전 상황
2023.11.04,10,전국으로 퍼진 빈대… 우리 집에도 사는지 확인하는 간단한 방법
2023.11.05,1,"[부산시] ""2023 중소기업인 대상 후보자를 찾습니다"" 外"
2023.11.05,2,"당시 신문 ""사생결단"" 외쳤다…빈대 잡다 진짜 집 태웠던 한국"
2023.11.05,3,"""바퀴 퇴치 비용의 9배+α""…영세 숙박업자 빈대 방제 골머리"
2023.11.05,4,[청년발언대] 유럽이 치를 떠는 '빈대'…과연 한국은 안전지대일까?
2023.11.05,5,인구 밀집 서울서 퍼지는 빈대…'피해 커질라' 방제 비상
2023.11.05,6,"서울시, '빈대 제로도시 서울 프로젝트' 추진"
2023.11.05,7,'빈대와의 전쟁'…지하철·영화관 '비상'
2023.11.05,8,빈대 서울 확산…'피해 커질라' 방제 비상
2023.11.05,9,"""설마 우리 집에도?""…서울서 퍼지는 빈대에 방제 '비상'"
2023.11.05,10,"서울서 ‘빈대 출몰’ 신고 잇따라…시, 방제에 ‘비상’"
2023.11.05,11,서울에서도 잇따르는 빈대 신고…‘방제 비상’
2023.11.05,12,인구 밀집 서울서 퍼지는 빈대…'피해 커질라' 방제 비상
2023.11.05,13,[연합뉴스 이 시각 헤드라인] - 10:30
2023.11.05,14,"""빈대, 이미 서울도 퍼졌다""…각지에서 신고 이어져 '비상'"
2023.11.05,15,'설마 우리 집에도?'…서울 각지서 빈대 신고에 '비상'
2023.11.05,16,서울 자치구 곳곳 빈대 신고…'피해 커질라' 방제 비상
2023.11.05,17,서울도 뚫렸다...우리집 빈대 확인법 5가지
2023.11.05,18,[과학핫이슈]기후변화가 불러온 '가을 불청객'
2023.11.05,19,'940만 인구' 서울에 퍼지는 빈대…시민 신고 잇따라
2023.11.05,20,서울서 ‘빈대’ 신고 잇따라…자치구 7곳서 17건 접수
2023.11.05,21,서울 곳곳서 ‘빈대’ 신고…방제 비상
2023.11.05,22,서울시 '빈대 제로도시 프로젝트' 추진
2023.11.05,23,"서울도 빈대 '비상', 설마 우리 집도?…빈대 확인하려면"
2023.11.05,24,빈대 ‘여기’서 발견되면 ‘진짜 심각’ 단계[체크리스트]
2023.11.05,25,"""빈대 꼼짝마"" 부산시, 확산 방지 방제 방안 홍보"
2023.11.05,26,[사설] 40년만에 빈대 공포 전국 확산 막아라
2023.11.05,27,"충청권도 '빈대 공포'… ""영화관·지하철 이용 꺼려져"""
2023.11.05,28,"""빈대 서울 출몰 최근일?…몰라도 너무 모르는 소리"""
2023.11.05,29,빈대 공포 확산…서울서 빈대 발견 신고 17건
2023.11.05,30,서울서도 빈대 출몰…방역 문의에 서울시 집중관리 나서
2023.11.05,31,서울시 ‘빈대와의 전쟁’ 선포…위생취약시설 5억 긴급교부
2023.11.05,32,"'빈대와 전쟁' 선포한 서울시…""빈대예방 실천법 준수하세요"""
2023.11.05,33,“혹시 우리집에도?”...서울 습격한 ‘빈대’
2023.11.05,34,"부산시, 빈대 확산 방지 위한 ‘빈대 관리·방제 방안’ 홍보"
2023.11.05,35,[단독] “열차 의자 못 앉겠어요”…‘빈대포비아’ 민원 봇물
2023.11.05,36,"설마 우리집도?…서울시 곳곳 `빈대주의보`, 17건 신고 접수"
2023.11.05,37,"[데일리안 오늘뉴스 종합] '3년 연속 5%대' 치솟는 먹거리 물가, 서울서..."
2023.11.05,38,"""설마 우리집도?""…서울까지 '빈대 출몰' 공포 확산"
2023.11.05,39,"""물릴까 봐 무서워 죽겠다"" '빈대 공포' 확산…""토종 아닌 열대산, 박도..."
2023.11.05,40,"""전국 빈대주의보… 예방·대응 정보 확인하세요"""
